id,description,category,severity,department,risk_level,reported_date,status,similar_incidents,root_causes,recommendations,impact,urgency
INC-00302,High Search index corruption in Operations web application,System Failure,High,Customer Service,High,2025-07-08,Closed,"[{""incident_id"": ""INC-03593"", ""description"": ""Medium load balancer failure causing system downtime in Customer Service..."", ""relevance"": 0.74}, {""incident_id"": ""INC-03106"", ""description"": ""High API gateway failure blocking Operations integrations..."", ""relevance"": 0.91}, {""incident_id"": ""INC-05215"", ""description"": ""High web application crash causing data loss in Legal..."", ""relevance"": 0.85}, {""incident_id"": ""INC-05250"", ""description"": ""Medium Log aggregation system failure in R&D..."", ""relevance"": 0.89}]","[""Memory exhaustion conditions"", ""Hardware aging and component degradation"", ""Load balancing configuration errors"", ""Software bugs and coding errors"", ""Service dependency failures""]","[""Immediate containment and isolation of affected systems"", ""Engage external security consultants"", ""Implement data loss prevention tools"", ""Implement privileged access management"", ""Implement data classification framework"", ""Update all software and security patches""]",Medium,High
INC-00303,Medium cooling system failure affecting Marketing servers,System Failure,Medium,R&D,Medium,2026-03-13,Closed,"[{""incident_id"": ""INC-03459"", ""description"": ""Medium API gateway failure blocking Finance integrations..."", ""relevance"": 0.86}, {""incident_id"": ""INC-06840"", ""description"": ""Low virtualization platform crash affecting Security VMs..."", ""relevance"": 0.93}, {""incident_id"": ""INC-01199"", ""description"": ""High Log aggregation system failure in Legal..."", ""relevance"": 0.79}]","[""Database connection pooling issues"", ""Insufficient redundancy in design"", ""Backup and recovery system failures"", ""Configuration management failures"", ""Inadequate testing procedures""]","[""Immediate containment and isolation of affected systems"", ""Review third-party vendor security"", ""Notify all affected stakeholders immediately"", ""Review access control lists and permissions"", ""Engage external security consultants"", ""Update all software and security patches"", ""Conduct security awareness training""]",Low,Immediate
INC-00304,Critical employee training non-compliance in R&D,Compliance,Critical,Operations,High,2025-06-28,Open,"[{""incident_id"": ""INC-08472"", ""description"": ""High HIPAA violation involving payment information in Security..."", ""relevance"": 0.84}, {""incident_id"": ""INC-02496"", ""description"": ""High export control violation involving Finance employee data..."", ""relevance"": 0.83}, {""incident_id"": ""INC-01997"", ""description"": ""High expired certification for Legal intranet portal..."", ""relevance"": 0.82}]","[""Certification and attestation gaps"", ""Whistleblower program deficiencies"", ""Data retention policy implementation gaps"", ""Missing regulatory framework implementation"", ""Inadequate compliance monitoring""]","[""Implement privileged access management"", ""Review and strengthen backup procedures"", ""Engage external security consultants"", ""Implement data classification framework"", ""Implement multi-factor authentication"", ""Deploy additional monitoring solutions"", ""Review third-party vendor security""]",Medium,Immediate
INC-00305,Critical data subject rights request not fulfilled by Finance,Compliance,Critical,Finance,High,2026-01-05,In Progress,"[{""incident_id"": ""INC-08041"", ""description"": ""Critical export control violation involving Customer Service medical records..."", ""relevance"": 0.85}, {""incident_id"": ""INC-08475"", ""description"": ""Critical inadequate segregation of duties in Marketing reporting..."", ""relevance"": 0.77}, {""incident_id"": ""INC-03892"", ""description"": ""Medium vendor compliance issue affecting Customer Service..."", ""relevance"": 0.83}, {""incident_id"": ""INC-05909"", ""description"": ""Medium employee training non-compliance in Legal..."", ""relevance"": 0.79}, {""incident_id"": ""INC-09242"", ""description"": ""Medium licensing violation for Customer Service ERP software..."", ""relevance"": 0.94}, {""incident_id"": ""INC-03984"", ""description"": ""Low GDPR compliance violation in Sales reporting..."", ""relevance"": 0.82}]","[""Management override of controls"", ""Third-party compliance management failures"", ""Lack of regular compliance assessments"", ""Data subject rights process deficiencies"", ""Vendor due diligence inadequacies""]","[""Deploy security information and event management"", ""Deploy endpoint detection and response"", ""Update all software and security patches"", ""Implement privileged access management"", ""Immediate containment and isolation of affected systems""]",High,Low
INC-00306,High privilege escalation in Sales HR management system by insider threat,Security,High,Finance,High,2025-10-24,Resolved,"[{""incident_id"": ""INC-03532"", ""description"": ""Medium DDoS attack against file server causing data loss..."", ""relevance"": 0.91}, {""incident_id"": ""INC-03574"", ""description"": ""Medium supply chain attack compromising Customer Service file server..."", ""relevance"": 0.89}, {""incident_id"": ""INC-05413"", ""description"": ""High zero-day exploit targeting web application in Customer Service..."", ""relevance"": 0.79}]","[""Lack of multi-factor authentication"", ""Insufficient monitoring and detection"", ""Privilege escalation vulnerabilities"", ""Missing endpoint protection solutions"", ""Inadequate incident response planning""]","[""Review access control lists and permissions"", ""Review and strengthen backup procedures"", ""Deploy endpoint detection and response"", ""Implement emergency security controls"", ""Update all software and security patches"", ""Deploy security information and event management""]",Low,Medium
INC-00307,Low developer environment leak of Security authentication credentials,Data Leakage,Low,Operations,Low,2025-10-14,Closed,"[{""incident_id"": ""INC-05193"", ""description"": ""Medium analytics data exposure revealing IT trade secrets..."", ""relevance"": 0.81}, {""incident_id"": ""INC-07265"", ""description"": ""Medium Log file exposure containing R&D sensitive data..."", ""relevance"": 0.88}, {""incident_id"": ""INC-04522"", ""description"": ""Low database backup exposure containing Finance financial records..."", ""relevance"": 0.76}]","[""Cross-border data transfer violations"", ""Poor data governance framework"", ""Data backup security weaknesses"", ""Privileged user monitoring gaps"", ""Shadow data storage locations""]","[""Conduct tabletop exercises for incident response"", ""Review and update security policies"", ""Implement network segmentation"", ""Implement multi-factor authentication"", ""Immediate containment and isolation of affected systems"", ""Conduct security awareness training""]",Low,Low
INC-00308,Low APT group compromising Operations network shares through zero-day exploit,Security,Low,Customer Service,Low,2026-01-17,Open,"[{""incident_id"": ""INC-02212"", ""description"": ""Medium keylogger discovered on Marketing server..."", ""relevance"": 0.92}, {""incident_id"": ""INC-05896"", ""description"": ""High social engineering attack on Finance IT administrators..."", ""relevance"": 0.76}, {""incident_id"": ""INC-09955"", ""description"": ""Medium social engineering attack on R&D HR staff..."", ""relevance"": 0.87}]","[""Social engineering susceptibility"", ""Insufficient security awareness training"", ""Data classification failures"", ""Bring-your-own-device policy gaps"", ""Lack of regular security assessments""]","[""Establish regular security audits"", ""Implement data loss prevention tools"", ""Implement network segmentation"", ""Update all software and security patches"", ""Implement emergency security controls"", ""Deploy endpoint detection and response""]",Low,Medium
INC-00309,Low email misdirection of proprietary data from Sales,Data Leakage,Low,Legal,Low,2026-01-11,Resolved,"[{""incident_id"": ""INC-07493"", ""description"": ""Low unauthorized customer PII access by contractor in R&D..."", ""relevance"": 0.79}, {""incident_id"": ""INC-08163"", ""description"": ""Critical IoT device leak transmitting Sales proprietary data..."", ""relevance"": 0.77}, {""incident_id"": ""INC-06468"", ""description"": ""Critical Video conference recording leak of Finance financial records..."", ""relevance"": 0.94}, {""incident_id"": ""INC-02840"", ""description"": ""High IoT device leak transmitting Finance proprietary data..."", ""relevance"": 0.85}, {""incident_id"": ""INC-04127"", ""description"": ""Critical Screenshot sharing exposing Marketing payment information..."", ""relevance"": 0.82}]","[""Lack of data loss prevention tools"", ""Email security gateway gaps"", ""Insufficient data anonymization"", ""Unsanctioned cloud service usage"", ""Inadequate data classification""]","[""Implement multi-factor authentication"", ""Deploy security information and event management"", ""Immediate containment and isolation of affected systems"", ""Review and update security policies"", ""Implement emergency security controls"", ""Conduct vulnerability assessment""]",High,High
INC-00310,High data subject rights request not fulfilled by R&D,Compliance,High,Sales,High,2026-03-09,In Progress,"[{""incident_id"": ""INC-06351"", ""description"": ""Low licensing violation for Legal productivity suite..."", ""relevance"": 0.92}, {""incident_id"": ""INC-03500"", ""description"": ""High intellectual property compliance issue in HR..."", ""relevance"": 0.75}, {""incident_id"": ""INC-03975"", ""description"": ""Critical GDPR compliance violation in R&D reporting..."", ""relevance"": 0.94}]","[""Regulatory reporting process failures"", ""Insufficient audit trail documentation"", ""Inadequate staff training on compliance"", ""Consent management system failures"", ""Continuous monitoring program inadequacies""]","[""Immediate containment and isolation of affected systems"", ""Review and update disaster recovery plans"", ""Engage external security consultants"", ""Review access control lists and permissions"", ""Conduct vulnerability assessment"", ""Review and update security policies"", ""Implement multi-factor authentication""]",Low,Medium
INC-00311,Medium Session recording leak with Legal user medical records,Data Leakage,Medium,Legal,Medium,2026-01-25,Open,"[{""incident_id"": ""INC-07145"", ""description"": ""Critical partner integration leak accessing Legal authentication credentials..."", ""relevance"": 0.71}, {""incident_id"": ""INC-08185"", ""description"": ""Low printed documents containing authentication credentials left unattended in Legal..."", ""relevance"": 0.85}]","[""Unsanctioned cloud service usage"", ""Insufficient vendor oversight"", ""Database security configuration weaknesses"", ""Shadow data storage locations"", ""Inadequate employee training on data protection""]","[""Review and update disaster recovery plans"", ""Implement data loss prevention tools"", ""Immediate containment and isolation of affected systems"", ""Review and update security policies"", ""Implement network segmentation""]",High,Immediate
INC-00312,Low power outage in Customer Service data center causing financial loss,System Failure,Low,Legal,Low,2025-04-25,Resolved,"[{""incident_id"": ""INC-02834"", ""description"": ""Low file server crash causing productivity loss in IT..."", ""relevance"": 0.8}, {""incident_id"": ""INC-02639"", ""description"": ""Medium cooling system failure affecting Operations servers..."", ""relevance"": 0.91}, {""incident_id"": ""INC-08113"", ""description"": ""Medium memory leak causing productivity loss in Finance file server..."", ""relevance"": 0.7}, {""incident_id"": ""INC-05500"", ""description"": ""Medium database corruption in HR transaction database..."", ""relevance"": 0.74}, {""incident_id"": ""INC-01151"", ""description"": ""High Kubernetes cluster failure in HR environment..."", ""relevance"": 0.74}, {""incident_id"": ""INC-08697"", ""description"": ""Critical database corruption in Security transaction database..."", ""relevance"": 0.92}]","[""Storage subsystem failures"", ""Network connectivity issues"", ""CPU resource contention"", ""Lack of automated monitoring"", ""Service dependency failures""]","[""Review and strengthen backup procedures"", ""Implement data loss prevention tools"", ""Deploy endpoint detection and response"", ""Implement multi-factor authentication""]",Medium,Low
INC-00313,High IP address conflict in HR infrastructure,Network,High,HR,High,2025-05-27,In Progress,"[{""incident_id"": ""INC-01423"", ""description"": ""Medium network outage affecting Customer Service email services..."", ""relevance"": 0.88}, {""incident_id"": ""INC-03364"", ""description"": ""Low bandwidth saturation in R&D network segment..."", ""relevance"": 0.79}]","[""DNS infrastructure vulnerabilities"", ""Traffic prioritization failures"", ""Poor network monitoring capabilities"", ""Cloud connectivity reliability issues"", ""Network architecture design flaws""]","[""Conduct security awareness training"", ""Update all software and security patches"", ""Establish incident response procedures"", ""Conduct tabletop exercises for incident response"", ""Implement data loss prevention tools"", ""Implement multi-factor authentication"", ""Review access control lists and permissions""]",High,Immediate
INC-00314,High DNS resolution failure for Marketing email services,Network,High,Legal,High,2025-11-21,In Progress,"[{""incident_id"": ""INC-03100"", ""description"": ""Medium Network access control failure in R&D..."", ""relevance"": 0.79}, {""incident_id"": ""INC-02579"", ""description"": ""Low DHCP exhaustion in Security network..."", ""relevance"": 0.75}, {""incident_id"": ""INC-04593"", ""description"": ""High firewall misconfiguration blocking Legal email services..."", ""relevance"": 0.89}, {""incident_id"": ""INC-07616"", ""description"": ""Medium Spanning tree protocol failure in Finance switches..."", ""relevance"": 0.76}]","[""Outdated network equipment"", ""Network access control gaps"", ""Network device firmware vulnerabilities"", ""Routing protocol instabilities"", ""Bandwidth management deficiencies""]","[""Review and update security policies"", ""Deploy security information and event management"", ""Conduct tabletop exercises for incident response"", ""Immediate containment and isolation of affected systems"", ""Update all software and security patches"", ""Deploy endpoint detection and response"", ""Establish continuous monitoring program""]",Low,Medium
INC-00315,Medium environmental compliance issue in Security facilities,Compliance,Medium,Customer Service,Medium,2025-11-15,Closed,"[{""incident_id"": ""INC-03984"", ""description"": ""Critical ISO 27001 requirement not met in IT conference room..."", ""relevance"": 0.74}, {""incident_id"": ""INC-06284"", ""description"": ""Critical policy violation detected in Customer Service record keeping..."", ""relevance"": 0.91}, {""incident_id"": ""INC-04076"", ""description"": ""Low data subject rights request not fulfilled by Legal..."", ""relevance"": 0.81}]","[""Whistleblower program deficiencies"", ""Continuous monitoring program inadequacies"", ""Breach notification procedure gaps"", ""Lack of regular compliance assessments"", ""Data retention policy implementation gaps""]","[""Implement data loss prevention tools"", ""Review third-party vendor security"", ""Review and update security policies"", ""Implement privileged access management"", ""Conduct comprehensive forensic investigation"", ""Establish incident response procedures"", ""Conduct tabletop exercises for incident response""]",High,Medium
INC-00316,Low SQL injection vulnerability in Sales mobile app,Security,Low,R&D,Low,2026-02-15,In Progress,"[{""incident_id"": ""INC-09901"", ""description"": ""High data breach exposing proprietary data in Legal..."", ""relevance"": 0.91}, {""incident_id"": ""INC-02970"", ""description"": ""Medium unauthorized access to web application by malicious employee..."", ""relevance"": 0.81}]","[""Insufficient monitoring and detection"", ""Inadequate incident response planning"", ""Privilege escalation vulnerabilities"", ""Social engineering susceptibility"", ""Lack of multi-factor authentication""]","[""Review and update disaster recovery plans"", ""Review and strengthen backup procedures"", ""Implement multi-factor authentication"", ""Notify all affected stakeholders immediately"", ""Implement data loss prevention tools"", ""Conduct vulnerability assessment""]",Medium,High
INC-00317,Critical Monitoring system outage in IT infrastructure,System Failure,Critical,Legal,High,2026-01-06,In Progress,"[{""incident_id"": ""INC-04775"", ""description"": ""High cooling system failure affecting HR servers..."", ""relevance"": 0.73}, {""incident_id"": ""INC-03713"", ""description"": ""High Monitoring system outage in HR infrastructure..."", ""relevance"": 0.84}, {""incident_id"": ""INC-07947"", ""description"": ""High CPU overload on IT file server..."", ""relevance"": 0.77}, {""incident_id"": ""INC-09548"", ""description"": ""Low load balancer failure causing system downtime in Customer Service..."", ""relevance"": 0.73}, {""incident_id"": ""INC-05915"", ""description"": ""Critical server failure affecting Operations VPN access..."", ""relevance"": 0.87}, {""incident_id"": ""INC-04420"", ""description"": ""Critical database corruption in Marketing transaction database..."", ""relevance"": 0.74}]","[""Configuration management failures"", ""Application memory leaks"", ""Auto-scaling threshold misconfigurations"", ""Poor change management processes"", ""Power supply instability""]","[""Implement privileged access management"", ""Review and strengthen backup procedures"", ""Conduct comprehensive forensic investigation"", ""Establish regular security audits"", ""Implement data loss prevention tools""]",Medium,High
INC-00318,High Error message leak revealing Legal system information,Data Leakage,High,Marketing,High,2026-02-05,Open,"[{""incident_id"": ""INC-03333"", ""description"": ""Medium Screenshot sharing exposing Sales customer PII..."", ""relevance"": 0.86}, {""incident_id"": ""INC-09529"", ""description"": ""Medium IoT device leak transmitting Finance proprietary data..."", ""relevance"": 0.76}, {""incident_id"": ""INC-08180"", ""description"": ""Medium third-party vendor leak of R&D proprietary data..."", ""relevance"": 0.74}, {""incident_id"": ""INC-06593"", ""description"": ""Medium unauthorized payment information access by external hacker in Marketing..."", ""relevance"": 0.86}, {""incident_id"": ""INC-07978"", ""description"": ""High Chat transcript leak from Customer Service web application..."", ""relevance"": 0.76}]","[""Inadequate data classification"", ""Privileged user monitoring gaps"", ""Missing data handling procedures"", ""Insufficient data encryption"", ""Data backup security weaknesses""]","[""Review and update security policies"", ""Establish incident response procedures"", ""Implement emergency security controls"", ""Implement privileged access management"", ""Review and update disaster recovery plans"", ""Conduct security awareness training""]",Low,Medium
INC-00319,Medium Traffic shaping misconfiguration affecting Marketing,Network,Medium,Customer Service,Medium,2025-05-04,Open,"[{""incident_id"": ""INC-02361"", ""description"": ""Critical routing configuration error causing data loss in Customer Service..."", ""relevance"": 0.85}, {""incident_id"": ""INC-04627"", ""description"": ""Low Network access control failure in Operations..."", ""relevance"": 0.73}, {""incident_id"": ""INC-08993"", ""description"": ""Low Spanning tree protocol failure in R&D switches..."", ""relevance"": 0.92}, {""incident_id"": ""INC-07268"", ""description"": ""Critical Spanning tree protocol failure in Finance switches..."", ""relevance"": 0.85}]","[""DDoS protection inadequacies"", ""Insufficient network redundancy"", ""Inadequate network segmentation"", ""Physical network security gaps"", ""Firewall rule misconfigurations""]","[""Implement multi-factor authentication"", ""Conduct tabletop exercises for incident response"", ""Review and strengthen backup procedures"", ""Review access control lists and permissions"", ""Conduct vulnerability assessment"", ""Review and update disaster recovery plans""]",Low,Immediate
INC-00320,Low privacy policy non-compliance by Security reporting,Compliance,Low,Legal,Low,2025-09-05,Resolved,"[{""incident_id"": ""INC-08074"", ""description"": ""Critical missing documentation for Security customer onboarding..."", ""relevance"": 0.71}, {""incident_id"": ""INC-06389"", ""description"": ""Critical insufficient access controls in Marketing ERP system..."", ""relevance"": 0.88}, {""incident_id"": ""INC-05153"", ""description"": ""Medium environmental compliance issue in Sales facilities..."", ""relevance"": 0.79}, {""incident_id"": ""INC-05074"", ""description"": ""Medium data subject rights request not fulfilled by IT..."", ""relevance"": 0.78}, {""incident_id"": ""INC-05311"", ""description"": ""High missing documentation for R&D reporting..."", ""relevance"": 0.86}]","[""Data subject rights process deficiencies"", ""Regulatory reporting process failures"", ""Certification and attestation gaps"", ""Segregation of duties failures"", ""Inadequate compliance monitoring""]","[""Conduct tabletop exercises for incident response"", ""Implement network segmentation"", ""Establish continuous monitoring program"", ""Implement privileged access management"", ""Review and strengthen backup procedures"", ""Conduct comprehensive forensic investigation""]",High,Low
INC-00321,Medium Log file exposure containing Legal sensitive data,Data Leakage,Medium,Security,Medium,2025-09-07,In Progress,"[{""incident_id"": ""INC-08953"", ""description"": ""Medium web form data leak from Customer Service desktop software..."", ""relevance"": 0.89}, {""incident_id"": ""INC-03761"", ""description"": ""Medium medical records exposure through misconfigured web application in Finance..."", ""relevance"": 0.93}, {""incident_id"": ""INC-05853"", ""description"": ""High test data leak containing production financial records from Security..."", ""relevance"": 0.75}, {""incident_id"": ""INC-02483"", ""description"": ""Low database backup exposure containing HR trade secrets..."", ""relevance"": 0.83}]","[""Print and document handling vulnerabilities"", ""Removable media control deficiencies"", ""Poor data governance framework"", ""Insufficient data anonymization"", ""Weak data access controls""]","[""Review access control lists and permissions"", ""Deploy security information and event management"", ""Deploy endpoint detection and response"", ""Conduct tabletop exercises for incident response"", ""Deploy additional monitoring solutions"", ""Establish incident response procedures"", ""Conduct security awareness training""]",Medium,Immediate
INC-00322,Critical removable media loss with Customer Service customer PII,Data Leakage,Critical,Sales,High,2025-09-24,In Progress,"[{""incident_id"": ""INC-01203"", ""description"": ""Medium removable media loss with IT proprietary data..."", ""relevance"": 0.91}, {""incident_id"": ""INC-07791"", ""description"": ""High developer environment leak of HR authentication credentials..."", ""relevance"": 0.86}, {""incident_id"": ""INC-07342"", ""description"": ""Medium Chat transcript leak from Sales web application..."", ""relevance"": 0.81}]","[""Email security gateway gaps"", ""Cross-border data transfer violations"", ""API security and authentication gaps"", ""Data retention policy non-compliance"", ""Lack of data loss prevention tools""]","[""Engage external security consultants"", ""Implement data classification framework"", ""Review and update disaster recovery plans"", ""Establish continuous monitoring program"", ""Review third-party vendor security"", ""Implement network segmentation"", ""Conduct security awareness training""]",Medium,Medium
INC-00323,Medium web form data leak from Legal microservice,Data Leakage,Medium,HR,Medium,2026-02-28,Resolved,"[{""incident_id"": ""INC-08623"", ""description"": ""Medium Error message leak revealing IT system information..."", ""relevance"": 0.82}, {""incident_id"": ""INC-08174"", ""description"": ""Low Error message leak revealing Marketing system information..."", ""relevance"": 0.72}, {""incident_id"": ""INC-03807"", ""description"": ""Critical Log file exposure containing Customer Service sensitive data..."", ""relevance"": 0.84}]","[""Privileged user monitoring gaps"", ""Lack of data loss prevention tools"", ""Inadequate data classification"", ""Cross-border data transfer violations"", ""Data retention policy non-compliance""]","[""Implement emergency security controls"", ""Deploy security information and event management"", ""Engage external security consultants"", ""Implement data loss prevention tools"", ""Conduct tabletop exercises for incident response"", ""Establish regular security audits""]",Medium,High
INC-00324,Low DNS resolution failure for Operations VPN access,Network,Low,Sales,Low,2025-12-20,In Progress,"[{""incident_id"": ""INC-09322"", ""description"": ""Low firewall misconfiguration blocking R&D VPN access..."", ""relevance"": 0.78}, {""incident_id"": ""INC-01111"", ""description"": ""Critical Traffic shaping misconfiguration affecting Sales..."", ""relevance"": 0.85}, {""incident_id"": ""INC-02163"", ""description"": ""Critical IP address conflict in Marketing infrastructure..."", ""relevance"": 0.88}]","[""Wireless security weaknesses"", ""Network architecture design flaws"", ""Load balancer configuration errors"", ""Network time synchronization issues"", ""Inadequate network segmentation""]","[""Conduct security awareness training"", ""Review third-party vendor security"", ""Implement network segmentation"", ""Update all software and security patches"", ""Establish regular security audits"", ""Establish continuous monitoring program"", ""Review access control lists and permissions""]",Low,High
INC-00325,Low SQL injection vulnerability in Finance web app,Security,Low,Finance,Low,2025-06-12,Resolved,"[{""incident_id"": ""INC-05128"", ""description"": ""Low phishing attack targeting HR employees via infected attachment..."", ""relevance"": 0.8}, {""incident_id"": ""INC-04713"", ""description"": ""Medium botnet infection in Finance network segment..."", ""relevance"": 0.78}, {""incident_id"": ""INC-02540"", ""description"": ""Medium ransomware attack encrypting Security department database servers..."", ""relevance"": 0.95}, {""incident_id"": ""INC-01969"", ""description"": ""Medium data breach exposing customer PII in HR..."", ""relevance"": 0.94}, {""incident_id"": ""INC-09669"", ""description"": ""Critical ransomware attack encrypting Sales department web applications..."", ""relevance"": 0.78}]","[""Shadow IT and unsanctioned applications"", ""Security misconfigurations"", ""Insider threat detection blind spots"", ""Bring-your-own-device policy gaps"", ""Encryption implementation gaps""]","[""Review and update security policies"", ""Review access control lists and permissions"", ""Deploy additional monitoring solutions"", ""Implement emergency security controls"", ""Update all software and security patches"", ""Implement data loss prevention tools"", ""Implement data classification framework""]",High,High
INC-00326,High data exfiltration from HR cloud storage via spear phishing,Security,High,Security,High,2025-07-21,In Progress,"[{""incident_id"": ""INC-01497"", ""description"": ""Critical social engineering attack on Finance HR staff..."", ""relevance"": 0.93}, {""incident_id"": ""INC-02765"", ""description"": ""Medium fileless malware attack on HR HR management system..."", ""relevance"": 0.93}, {""incident_id"": ""INC-09153"", ""description"": ""High business email compromise targeting HR executives..."", ""relevance"": 0.95}, {""incident_id"": ""INC-06527"", ""description"": ""Low fileless malware attack on R&D file server..."", ""relevance"": 0.9}, {""incident_id"": ""INC-02906"", ""description"": ""Critical SQL injection vulnerability in Legal desktop software..."", ""relevance"": 0.74}]","[""Poor network segmentation"", ""Outdated security policies and procedures"", ""Inadequate incident response planning"", ""Inadequate access control mechanisms"", ""Third-party security risks""]","[""Implement privileged access management"", ""Deploy additional monitoring solutions"", ""Implement network segmentation"", ""Establish continuous monitoring program"", ""Review and strengthen backup procedures"", ""Review and update security policies""]",Medium,Immediate
INC-00327,Medium Cache server failure affecting Security performance,System Failure,Medium,Customer Service,Medium,2026-03-08,In Progress,"[{""incident_id"": ""INC-05799"", ""description"": ""Low UPS battery failure in Marketing data center..."", ""relevance"": 0.79}, {""incident_id"": ""INC-09035"", ""description"": ""Critical load balancer failure causing system downtime in Finance..."", ""relevance"": 0.84}, {""incident_id"": ""INC-07370"", ""description"": ""Medium load balancer failure causing service disruption in Operations..."", ""relevance"": 0.83}]","[""Configuration management failures"", ""Service dependency failures"", ""Software bugs and coding errors"", ""Network connectivity issues"", ""Memory exhaustion conditions""]","[""Update all software and security patches"", ""Review access control lists and permissions"", ""Review and update security policies"", ""Implement network segmentation"", ""Review and update disaster recovery plans""]",High,Medium
INC-00328,High export control violation involving IT customer PII,Compliance,High,Sales,High,2025-05-27,In Progress,"[{""incident_id"": ""INC-03921"", ""description"": ""Medium environmental compliance issue in IT facilities..."", ""relevance"": 0.93}, {""incident_id"": ""INC-02616"", ""description"": ""Low audit finding requiring remediation in Legal..."", ""relevance"": 0.88}, {""incident_id"": ""INC-02195"", ""description"": ""High breach notification delay from Legal..."", ""relevance"": 0.84}, {""incident_id"": ""INC-01255"", ""description"": ""Critical regulatory reporting delay from Legal..."", ""relevance"": 0.93}, {""incident_id"": ""INC-02905"", ""description"": ""Medium GDPR compliance violation in Legal payment handling..."", ""relevance"": 0.95}, {""incident_id"": ""INC-07388"", ""description"": ""High privacy policy non-compliance by Marketing data processing..."", ""relevance"": 0.74}]","[""Missing regulatory framework implementation"", ""Consent management system failures"", ""Vendor due diligence inadequacies"", ""Third-party compliance management failures"", ""Cross-border transfer mechanism deficiencies""]","[""Review third-party vendor security"", ""Conduct vulnerability assessment"", ""Establish continuous monitoring program"", ""Review and strengthen backup procedures""]",Low,Medium
INC-00329,Medium Port channel misconfiguration in Operations file server,Network,Medium,Legal,Medium,2025-06-28,Resolved,"[{""incident_id"": ""INC-08358"", ""description"": ""High Network access control failure in Legal..."", ""relevance"": 0.72}, {""incident_id"": ""INC-02874"", ""description"": ""Critical VPN gateway failure preventing Customer Service remote access..."", ""relevance"": 0.72}]","[""Proxy server misconfigurations"", ""Insufficient network redundancy"", ""Routing protocol instabilities"", ""Network device firmware vulnerabilities"", ""Cloud connectivity reliability issues""]","[""Conduct security awareness training"", ""Deploy endpoint detection and response"", ""Implement multi-factor authentication"", ""Deploy security information and event management"", ""Immediate containment and isolation of affected systems"", ""Establish incident response procedures""]",High,Medium
INC-00330,Medium latency issues in Operations network path,Network,Medium,R&D,Medium,2025-09-21,Closed,"[{""incident_id"": ""INC-08683"", ""description"": ""Low routing configuration error causing data loss in Finance..."", ""relevance"": 0.71}, {""incident_id"": ""INC-07358"", ""description"": ""High DNS resolution failure for Finance web services..."", ""relevance"": 0.81}]","[""Physical network security gaps"", ""VPN concentrator capacity issues"", ""Poor network monitoring capabilities"", ""Traffic prioritization failures"", ""Outdated network equipment""]","[""Conduct security awareness training"", ""Notify all affected stakeholders immediately"", ""Establish regular security audits"", ""Deploy endpoint detection and response"", ""Review and update disaster recovery plans"", ""Review and update security policies"", ""Review and strengthen backup procedures""]",Low,High
INC-00331,Medium fileless malware attack on R&D email server,Security,Medium,IT,Medium,2025-06-17,In Progress,"[{""incident_id"": ""INC-01924"", ""description"": ""Low man-in-the-middle attack intercepting HR communications..."", ""relevance"": 0.94}, {""incident_id"": ""INC-09283"", ""description"": ""Critical APT group compromising HR laptops through watering hole attack..."", ""relevance"": 0.86}, {""incident_id"": ""INC-08190"", ""description"": ""Critical privilege escalation in Finance email server by contractor..."", ""relevance"": 0.83}]","[""Unpatched software vulnerabilities"", ""Insufficient monitoring and detection"", ""Insufficient security awareness training"", ""Weak password policies"", ""Social engineering susceptibility""]","[""Review access control lists and permissions"", ""Implement multi-factor authentication"", ""Deploy additional monitoring solutions"", ""Implement data loss prevention tools"", ""Implement network segmentation""]",High,Medium
INC-00332,Low backup system failure in R&D infrastructure,System Failure,Low,Finance,Low,2025-11-03,In Progress,"[{""incident_id"": ""INC-01056"", ""description"": ""Critical UPS battery failure in Security data center..."", ""relevance"": 0.73}, {""incident_id"": ""INC-04678"", ""description"": ""Critical Cloud service outage impacting R&D operations..."", ""relevance"": 0.72}, {""incident_id"": ""INC-08805"", ""description"": ""Low disk space exhaustion in Security backup storage..."", ""relevance"": 0.81}, {""incident_id"": ""INC-04893"", ""description"": ""Low API gateway failure blocking Operations integrations..."", ""relevance"": 0.79}, {""incident_id"": ""INC-08454"", ""description"": ""Low hardware failure of printer in Customer Service..."", ""relevance"": 0.76}]","[""Storage subsystem failures"", ""Hardware aging and component degradation"", ""CPU resource contention"", ""Application memory leaks"", ""Insufficient redundancy in design""]","[""Implement data loss prevention tools"", ""Conduct comprehensive forensic investigation"", ""Review and update security policies"", ""Implement emergency security controls"", ""Engage external security consultants"", ""Immediate containment and isolation of affected systems""]",Medium,Medium
